[Sun May 07 20:30:40.213956 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.54 (Debian) PHP/8.2.3 configured -- resuming normal operations
[Sun May 07 20:30:40.214934 2023] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Sun May 07 20:47:10.787531 2023] [mpm_prefork:notice] [pid 1] AH00169: caught SIGTERM, shutting down
[Tue May 16 16:07:55.243515 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.243814 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.244142 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.244585 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.244983 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.245422 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.246020 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.246646 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.247133 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.247541 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.247894 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.248336 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.248787 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.249152 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.249587 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.249968 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.250403 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.250801 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.251168 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.251537 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.251962 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.252374 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.252815 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.253240 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.253614 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.254025 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.254628 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.255116 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.255466 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.255812 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.256133 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.256480 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.256869 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.257201 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.257539 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.257961 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.258344 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.258679 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.259034 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.259332 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.259627 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.260057 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.260424 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.260818 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.261233 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.261604 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.261951 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.262305 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.262711 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.263161 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.263653 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.264382 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.264932 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.265593 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.266273 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.266864 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:37:15.576098 2023] [php:warn] [pid 17] [client 172.18.0.1:35778] PHP Warning:  Undefined array key "last_ordering_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 35, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:37:15.579731 2023] [php:warn] [pid 17] [client 172.18.0.1:35778] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak3/KundenStatus.php:35) in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 86, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:45:08.434230 2023] [mpm_prefork:notice] [pid 1] AH00170: caught SIGWINCH, shutting down gracefully
[Sat May 20 01:40:32.315873 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.54 (Debian) PHP/8.2.3 configured -- resuming normal operations
[Sat May 20 01:40:32.316945 2023] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Sat May 20 01:40:57.000443 2023] [php:error] [pid 18] [client 172.18.0.1:39708] PHP Fatal error:  Uncaught ValueError: min(): Argument #1 ($value) must contain at least one element in /var/www/html/Praktikum/Prak3/Fahrer.php:80\nStack trace:\n#0 /var/www/html/Praktikum/Prak3/Fahrer.php(80): min(Array)\n#1 /var/www/html/Praktikum/Prak3/Fahrer.php(134): Fahrer->getViewData()\n#2 /var/www/html/Praktikum/Prak3/Fahrer.php(206): Fahrer->generateView()\n#3 /var/www/html/Praktikum/Prak3/Fahrer.php(215): Fahrer::main()\n#4 {main}\n  thrown in /var/www/html/Praktikum/Prak3/Fahrer.php on line 80, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 02:00:27.567519 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.569049 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.570722 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.572382 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.573772 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.574752 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.575773 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.576540 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.577940 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.579502 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.580728 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:27.581984 2023] [php:warn] [pid 19] [client 172.18.0.1:49844] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.855849 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.856876 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.857969 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.859413 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.862143 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.863388 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.865367 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.866877 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.868403 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.871677 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.874493 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:37.875814 2023] [php:warn] [pid 21] [client 172.18.0.1:44988] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.194541 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.195679 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.196595 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.197365 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.198168 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.199109 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.199990 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.200998 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.202343 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.203714 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.205093 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:48.206592 2023] [php:warn] [pid 17] [client 172.18.0.1:41868] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.469627 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.473495 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.474766 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.476511 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.477871 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.479647 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.480807 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.481768 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.482665 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.483482 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.484446 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:00:58.485285 2023] [php:warn] [pid 23] [client 172.18.0.1:51518] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.696667 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.697844 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
